,pair1,pair2,tvl,apr,network,apy,qpr,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
14652,WEREWOLF,USDT,2277.56,1253.69,BSC,22557218.16723017,,FARM,https://werewolf.farm,2021-06-28,x,,,low,Werewolf,WEREWOLF,https://werewolf.farm,https://rugdoc.io/project/werewolf-farm/
14653,WET,ETH,93.68582020000001,1.12407288,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
14654,WETH 2%,ARMOR 98%,3495610.58,49.36,ETH,63.76569738940763,,FARM,https://armor.fi,2021-06-28,,,,,,,,
14655,WETH 2%,arNXM 98%,6967778.59,14.79,ETH,15.936221950690088,,FARM,https://armor.fi,2021-06-28,,,,,,,,
14656,WETH 20%,DOUGH 80%,2031993.65,103.20,ETH,180.25894886936769,,FARM,https://www.piedao.org,2021-06-28,,,,,,,,
14657,WETH 20%,MARK 80%,295160.73,61.76,ETH,85.35043344709017,,FARM,https://launchpad.benchmarkprotocol.finance/pools,2021-06-28,,,,,,,,
14658,WETH 30%,DEFI+L 70%,953030.73,33.24,ETH,39.409956813074906,,FARM,https://www.piedao.org,2021-06-28,,,,,,,,
14659,WETH 30%,DEFI+S 70%,534831.92,62.71,ETH,87.11662724345892,,FARM,https://www.piedao.org,2021-06-28,,,,,,,,
14660,WETH 50%,PAR 50%,5753880.58,159.79,ETH,392.54346510518855,,FARM,https://mimo.capital/mining,2021-06-28,,,,,,,,
14661,WEX,,876771.31,17.16,BSC,18.71549839556559,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14662,WEX,,10114687.21,97.40,BSC,164.50838103023443,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
14663,WEX,,42917.71,35.09,BSC,42.010588492814826,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
14664,WEX,BNB,2149327.48,181.30,BSC,510.1362810079839,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
14665,WEX,BNB,2577896.59,5.84,BSC,6.013401406762164,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14666,WEX,BNB,1886892.10,336.86,BSC,2759.26733754365,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
14667,WEX,BNB,22761276.85,330.92,BSC,2595.8238741711725,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
14668,WEX,BNB,235417.83,6.40,BSC,6.608641767676615,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
14669,WEX,BNB,135462.71,510.83,BSC,15863.402543336972,,FARM,https://biswap.org,2021-06-28,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
14670,WEX,BNB,10595.89,323.30,BSC,2399.724921688126,,FARM,https://lazymint.finance,2021-06-28,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
14671,WEX,USDT,5102641.47,274.05,BSC,1433.6921195708653,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
14672,WEXpoly,,0.00,0,MATIC,0.0,,FARM,https://app.wault.finance/polygon,2021-06-28,,,,,,,,
14673,WEXpoly,USDC,3124920.08,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14674,WEXpoly,USDC,3096090.10,306.73,MATIC,2021.023036634358,,FARM,https://app.wault.finance/polygon,2021-06-28,,,,,,,,
14675,WEXpoly,USDC,3094815.33,704.11,MATIC,106753.85336652366,,FARM,https://farmhero.io,2021-06-28,,,,,,,,
14676,WEXpoly,WMATIC,12196411.20,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14677,WEXpoly,WMATIC,12356303.81,406.48,MATIC,5595.907062744106,,FARM,https://app.wault.finance/polygon,2021-06-28,,,,,,,,
14678,WEXpoly,WMATIC,12351157.56,1205.11,MATIC,14098691.875602212,,FARM,https://farmhero.io,2021-06-28,,,,,,,,
14679,WFIL,ETH,837453.59,37.82,MATIC,45.9369067192477,,FARM,https://app.sushi.com,2021-06-28,,,,,,,,
14680,WFIL,USDC,10076.953187100002,0.84997824,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
14681,WHALE,BNB,222313.10,3423796.44,BSC,,,FARM,https://whalefarm.finance,2021-06-28,,,,,,,,
14682,WHALE,BUIDL,37.5123267,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
14683,WHALE,BUSD,163599.58,3489410.47,BSC,,,FARM,https://whalefarm.finance,2021-06-28,,,,,,,,
14684,WHALE,ETH,1368645.1195011,1.50966456,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
14685,WHEAT,,0.00,0,BSC,0.0,,FARM,https://wheat.growthdefi.com,2021-06-28,x,,,some,Growth,WHEAT,https://wheat.growthdefi.com,https://rugdoc.io/project/wheat-growthdefi-com/
14686,WHEAT,BNB,187206.82,188.33,BSC,554.34070957359,,FARM,https://wheat.growthdefi.com,2021-06-28,x,,,some,Growth,WHEAT,https://wheat.growthdefi.com,https://rugdoc.io/project/wheat-growthdefi-com/
14687,WHEY,,73468.27,108.95,ETH,196.79669419415387,,FARM,https://cntr.finance,2021-06-28,,,,,,,,
14688,WHEY,ETH,46015.59,310.55,ETH,2102.9078337268215,,FARM,https://cntr.finance,2021-06-28,,,,,,,,
14689,WHEY,ETH,23374.8654231,1.20500004,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
14690,WHIRL,,2283.85,182.88,BSC,519.8043802082406,,FARM,https://veganswap.finance,2021-06-28,,,,low,VeganSwap,VEGAN,https://veganswap.finance,https://rugdoc.io/project/veganswap/
14691,WHIRL,BNB,1460.59,343.15,BSC,2943.12484709124,,FARM,https://veganswap.finance,2021-06-28,,,,low,VeganSwap,VEGAN,https://veganswap.finance,https://rugdoc.io/project/veganswap/
14692,WHIRL,VEGAN,1069.65,390.47,BSC,4761.6447737504695,,FARM,https://veganswap.finance,2021-06-28,,,,low,VeganSwap,VEGAN,https://veganswap.finance,https://rugdoc.io/project/veganswap/
14693,WHITE,ETH,1.4e-06,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
14694,WIKI,,159.85,1208.84,BSC,14617045.121966168,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
14695,WIKI,,116.24,223.07,BSC,824.3412879904163,,FARM,https://www.halvar.farmwiki.xyz,2021-06-28,,,,,,,,
14696,WIKI,BNB,116.64,1472.60,BSC,186112836.02377847,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
14697,WIKI,BNB,27.96,1112.78,BSC,5761429.622500749,,FARM,https://www.halvar.farmwiki.xyz,2021-06-28,,,,,,,,
14698,WIKI,BUSD,148.67,1155.32,BSC,8703913.165783856,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
14699,WIKI,BUSD,22.16,1755.26,BSC,2788541532.750376,,FARM,https://www.halvar.farmwiki.xyz,2021-06-28,,,,,,,,
14700,WIKI,FAXE,29.10,11068.30,BSC,9.63917203316173e+43,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
14701,WIKI,USDC,18.78,9147.10,BSC,2.811379165620907e+37,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
14702,WILD,ETH,951235.73,994.57,ETH,1826158.288778333,,FARM,https://wild.credit,2021-06-28,,,,,,,,
14703,WIN,BNB,9703311.04,80.32,BSC,123.0704721780182,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
14704,WIN,BNB,5838539.55,0.52,BSC,0.5213506231336318,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14705,WIN,BNB,27955.36,26.94,BSC,30.904862016560685,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
14706,WIN,BNB,2264.77,8.25,BSC,8.598854956178826,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
14707,WIN,BNB,133890.79,172.27,BSC,457.69799952511664,,FARM,https://biswap.org,2021-06-28,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
14708,WIN,MOK,11803.24,535.10,BSC,20178.6889645592,,FARM,https://www.mocktailswap.finance,2021-06-28,,,,high,Mocktail,MOK,https://www.mocktailswap.finance,https://rugdoc.io/project/mocktail/
14709,WINGS,,615091.81,4.89,BSC,5.0111894479231145,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14710,WINGS,,79337.71,18.98,BSC,20.8948131951467,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
14711,WINGS,ALLOY,2213.37,371.72,BSC,3938.261422653928,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
14712,WINGS,BNB,1240296.21,2.43,BSC,2.4596822333579516,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14713,WINGS,BNB,721.69,570.01,BSC,28501.653159710837,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
14714,WINGS,BNB,107721.52,13.98,BSC,15.001298564504207,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
14715,WINGS,BUSD,304710.91,9.88,BSC,10.38307506998648,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
14716,WISE,ETH,5384601.62,15.06,MATIC,16.249544426182872,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
14717,WISE,ETH,104141553.0738378,0.13407768,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
14718,WISE,QUICK,1466085.95,66.12,MATIC,93.5957116632937,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
14719,WKSOC,,5985.76,93.79,BSC,155.15398802026516,,FARM,https://fanaticsfinance.com,2021-06-28,x,,,low,Fanatics,GOAL,https://fanaticsfinance.com,https://rugdoc.io/project/fanatics/
14720,WKSOC,GOAL,22648.53,396.62,BSC,5066.630775308602,,FARM,https://fanaticsfinance.com,2021-06-28,x,,,low,Fanatics,GOAL,https://fanaticsfinance.com,https://rugdoc.io/project/fanatics/
14721,WLEO,ETH,328004.8915874,1.8082908000000002,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
14722,WLEV,,208.06,325.91,BSC,2465.2363683117187,,FARM,https://www.elixir-swap.io,2021-06-28,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
14723,WLEV,BNB,370.37,183.09,BSC,521.1008307262193,,FARM,https://www.elixir-swap.io,2021-06-28,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
14724,WLQX,,130805.94,26.38,BSC,30.174375614065173,,FARM,https://finance.zcore.network,2021-06-28,,,,,,,,
14725,WLQX,BBKFI,6020.11,138.17,BSC,297.12916033953053,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
14726,WLQX,BNB,98432.83,105.15,BSC,185.76177136115288,,FARM,https://finance.zcore.network,2021-06-28,,,,,,,,
14727,WLQX,BNB,4956.16,223.78,BSC,830.8872526047297,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
14728,WLQX,PEPR,73.39,488.32,BSC,12684.558756870289,,FARM,https://app.pepr.finance,2021-06-28,,,,,,,,
14729,WMASS,BUSD,911545.39,85.50,BSC,134.90245502504732,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
14730,WMASS,BUSD,908.35,102.79,BSC,179.1154596053864,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
14731,WMATIC,,10105692.32,81.72,ETH,126.20840784180518,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14732,WMATIC,,0.00,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14733,WMATIC,,63278.17,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14734,WMATIC,,678684.33,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
14735,WMATIC,,102388.80,10107.97,ETH,5.637324042642753e+40,,FARM,https://harvester.app,2021-06-28,,,,,,,,
14736,WMATIC,,10043.55,62.71,MATIC,87.11662724345892,,FARM,https://polyfox.finance,2021-06-28,,,,high,Polyfox,FOX,https://polyfox.finance,https://rugdoc.io/project/polyfox-finance/
14737,WMATIC,,20335.47,0.00,MATIC,0.0,,FARM,https://hawkdex.com,2021-06-28,,,,some,Hawkdex,HAWK,https://hawkdex.com,https://rugdoc.io/project/polyhawk/
14738,WMATIC,,14972.40,8.43,MATIC,8.794464195242192,,FARM,https://www.polystarter.fi,2021-06-28,,,,some,PolyStarter,STARTER,https://www.polystarter.fi,https://rugdoc.io/project/polystarter-fi/
14739,WMATIC,,592.22,18.48,MATIC,20.292156280142848,,FARM,https://polyvolve.finance,2021-06-28,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
14740,WMATIC,,51851.05,76.53,MATIC,114.7917595905184,,FARM,https://polygaj.finance,2021-06-28,x,,,some,Polygaj,GAJ,https://polygaj.finance,https://rugdoc.io/project/polygaj-finance/
14741,WMATIC,,267.03,30.43,MATIC,35.5503840481717,,FARM,https://gameswap.netlify.app/,2021-06-28,,,,,,,,
14742,WMATIC,,199883.94,23.17,MATIC,26.06487761612715,,FARM,https://www.blackswap.finance,2021-06-28,,,,low,Blackswap *,AURORA/SOLAR,https://www.blackswap.finance,https://rugdoc.io/project/black-poly/
14743,WMATIC,,87745.21,19.63,MATIC,21.682770816376618,,FARM,https://www.blackswap.finance,2021-06-28,,,,low,Blackswap *,AURORA/SOLAR,https://www.blackswap.finance,https://rugdoc.io/project/black-poly/
14744,WMATIC,,9264.49,0,MATIC,0.0,,FARM,https://www.polycake.finance,2021-06-28,x,,,some,Polycake,PCAKE,https://www.polycake.finance,https://rugdoc.io/project/polycake-finance/
14745,WMATIC,,214.52,0,MATIC,0.0,,FARM,https://polyrangers.finance,2021-06-28,,,,some,Polyrangers,RNG,https://polyrangers.finance,https://rugdoc.io/project/polyrangers-poly/
14746,WMATIC,,3099.95,96.04,MATIC,160.94479720815795,,FARM,https://www.polyshark.finance,2021-06-28,,,,low,Polyshark,SHARK,https://www.polyshark.finance,https://rugdoc.io/project/polysharkpolygon/
14747,WMATIC,,2179.54,147.51,MATIC,335.8497091569614,,FARM,https://polyvalent.finance,2021-06-28,,,,,,,,
14748,WMATIC,,10599.21,11.81,MATIC,12.53351448285036,,FARM,https://polyfi.io,2021-06-28,,,,low,Polyfi,PolyFi,https://polyfi.io,https://rugdoc.io/project/polyfi-polygon/
14749,WMATIC,,0.37,10491.95,MATIC,1.1263411712263744e+42,,FARM,https://www.polyape.online/,2021-06-28,,,,,,,,
14750,WMATIC,,318489.24,37.13,MATIC,44.93443381887585,,FARM,https://farm.polyzap.finance,2021-06-28,x,,,low,Polyzap,PZAP,https://farm.polyzap.finance,https://rugdoc.io/project/polyzap-poly/
14751,WMATIC,,139.75,0,MATIC,0.0,,FARM,https://polypanda.finance,2021-06-28,,,,some,Polypanda,BAMBOO,https://polypanda.finance,https://rugdoc.io/project/polypanda-polygon/
14752,WMATIC,,1541.66,87.43,MATIC,139.46918176427775,,FARM,https://www.jurassicfarm.app,2021-06-28,,,,low,Jurassic,RAPTOR,https://www.jurassicfarm.app,https://rugdoc.io/project/jurassic-farm-polygon/
14753,WMATIC,,25438.36,4.87,MATIC,4.990192117152792,,FARM,https://monopolyfinance.xyz,2021-06-28,,,,low,Monopoly,MONO,https://monopolyfinance.xyz,https://rugdoc.io/project/monopoly-polygon/
14754,WMATIC,,199.23,28.81,MATIC,33.373911041012015,,FARM,https://polyce.io,2021-06-28,,,,low,Polyce,CSI,https://polyce.io,https://rugdoc.io/project/polyce-polygon/
14755,WMATIC,,34.06,418.01,MATIC,6283.778478164619,,FARM,https://lumberjack.finance,2021-06-28,,,,low,Lumberjack,ACORN,https://lumberjack.finance,https://rugdoc.io/project/lumberjack/
14756,WMATIC,,1119.25,18.04,MATIC,19.76429700834126,,FARM,https://polypunk.finance,2021-06-28,,,,low,PolyPunk,PPNK,https://polypunk.finance,https://rugdoc.io/project/polypunk-finance/
14757,WMATIC,,53.64,246.41,MATIC,1065.5984355585115,,FARM,https://www.monkefarm.finance,2021-06-28,,,,,,,,
14758,WMATIC,,24315.53,0,MATIC,0.0,,FARM,https://polylion.exchange,2021-06-28,x,,,low,Polylion,LION,https://polylion.exchange,https://rugdoc.io/project/polylion/
14759,WMATIC,,55546.87,40.10,MATIC,49.29886044250611,,FARM,https://polybull.finance,2021-06-28,x,,,low,PolyBull,BULL,https://polybull.finance,https://rugdoc.io/project/polybull-finance/
14760,WMATIC,,845.73,85.23,MATIC,134.2705497309455,,FARM,https://www.orcinuslabs.ca,2021-06-28,,,,low,Orcinus,ORCA,https://www.orcinuslabs.ca,https://rugdoc.io/project/orcinuslabs/
14761,WMATIC,,0.00,456621706.12,MATIC,,,FARM,https://www.polyapefinance.com,2021-06-28,,,,low,Polyape Finance,APE,https://www.polyapefinance.com,https://rugdoc.io/project/polyapefi-polygon/
14762,WMATIC,,411.30,171.42,MATIC,452.99968259335895,,FARM,https://polywolf.finance,2021-06-28,,,,some,PolyWolf,WOLF,https://polywolf.finance,https://rugdoc.io/project/polywolf/
14763,WMATIC,,994.76,21.69,MATIC,24.213985206488697,,FARM,https://www.polygoat.finance,2021-06-28,,,,high,Polygoat,GOAT,https://www.polygoat.finance,https://rugdoc.io/project/polygoat/
14764,WMATIC,,46.30,10.01,MATIC,10.526627243228592,,FARM,https://www.polysnake.finance,2021-06-28,,,,high,Polysnake,SNAKE,https://www.polysnake.finance,https://rugdoc.io/project/polysnake/
14765,WMATIC,,894.92,9.44,MATIC,9.89858442462781,,FARM,https://polybear.exchange,2021-06-28,,,,low,Polybear,BEAR,https://polybear.exchange,https://rugdoc.io/project/polybear/
14766,WMATIC,,26.28,481.45,MATIC,11846.50511765234,,FARM,https://stonk.farm/,2021-06-28,,,,,,,,
14767,WMATIC,,47273.96,76.56,MATIC,114.85607189393359,,FARM,https://www.polymaple.com/,2021-06-28,,,,,,,,
14768,WMATIC,,15576.12,85.74,MATIC,135.46557545029611,,FARM,https://www.smellycat.finance,2021-06-28,,,,low,Smellycat,PUSSY,https://www.smellycat.finance,https://rugdoc.io/project/smellycat-finance/
14769,WMATIC,,13707.36,0.00,MATIC,0.0,,FARM,https://polygold.finance,2021-06-28,x,,,RUG,Polygold,POLYGOLD,https://polygold.finance,https://rugdoc.io/project/polygold/
14770,WMATIC,,6.00,109.28,MATIC,197.77481225775296,,FARM,https://www.polyswan.finance,2021-06-28,,,,low,Polyswan,SWAN,https://www.polyswan.finance,https://rugdoc.io/project/polyswan/
14771,WMATIC,,781.83,35.03,MATIC,41.92548941373491,,FARM,https://www.polyion.net,2021-06-28,,,,high,Polyion,LION,https://www.polyion.net,https://rugdoc.io/project/polyion/
14772,WMATIC,,110493.95,115.90,MATIC,218.08987260237166,,FARM,https://piratedice.xyz,2021-06-28,,,,,,,,
14773,WMATIC,,4624.71,208.06,MATIC,696.209729279112,,FARM,https://polypingu.finance,2021-06-28,x,,,some,PolyPingu,PINGU,https://polypingu.finance,https://rugdoc.io/project/polypingu/
14774,WMATIC,,43236.72,33.01,MATIC,39.08997243215768,,FARM,https://farms.goldenbull.finance,2021-06-28,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
14775,WMATIC,,24.37,432.09,MATIC,7237.068610375503,,FARM,https://defi.polyakita.com,2021-06-28,,,,some,Polyakita,HACHI,https://defi.polyakita.com,https://rugdoc.io/project/polyakita/
14776,WMATIC,,1250.58,80.08,MATIC,122.53691592979136,,FARM,https://polygon.prismfinance.net,2021-06-28,x,,,low,Prism,PRISM,https://polygon.prismfinance.net,https://rugdoc.io/project/prism-finance/
14777,WMATIC,,0.00,8896293631.46,MATIC,,,FARM,https://polybutterfly.finance,2021-06-28,,,,high,Polybutterfly,POLLEN,https://polybutterfly.finance,https://rugdoc.io/project/polybutterfly/
14778,WMATIC,,507.22,237.58,MATIC,967.710040982628,,FARM,https://southpark.finance/,2021-06-28,,,,,,,,
14779,WMATIC,,1339.11,175.93,MATIC,478.387377908175,,FARM,https://polycash.finance,2021-06-28,,,,low,PolyCash,CASH,https://polycash.finance,https://rugdoc.io/project/polycash/
14780,WMATIC,,8745.94,202.29,MATIC,651.8111500242784,,FARM,https://dinosaurfinance.vercel.app,2021-06-28,,,,high,Dinosaur,DINO,https://dinosaurfinance.vercel.app,https://rugdoc.io/project/dinosaur-finance/
14781,WMATIC,,565.33,14.59,MATIC,15.70467432156133,,FARM,https://polymouse.finance,2021-06-28,,,,low,Polymouse,MICE,https://polymouse.finance,https://rugdoc.io/project/polymouse/
14782,WMATIC,,113.68,127.97,MATIC,258.7522662272028,,FARM,https://www.polytiger.com/,2021-06-28,,,,,,,,
14783,WMATIC,,873.26,5.87,MATIC,6.0452050958403,,FARM,https://polydeer.finance,2021-06-28,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
14784,WMATIC,,873.26,18.33,MATIC,20.111944109993594,,FARM,https://polydeer.finance,2021-06-28,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
14785,WMATIC,,873.26,55.00,MATIC,73.25356554980478,,FARM,https://polydeer.finance,2021-06-28,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
14786,WMATIC,,5.82,348.69,MATIC,3114.7988409444756,,FARM,https://avengers.exchange,2021-06-28,,,,low,Avengers,SHIELD,https://avengers.exchange,https://rugdoc.io/project/avengers-exchange/
14787,WMATIC,,390.41,123.05,MATIC,241.5864124204516,,FARM,https://berserkfinance.com,2021-06-28,,,,low,BerserkFinance,BRSK,https://berserkfinance.com,https://rugdoc.io/project/berserk-finance/
14788,WMATIC,,954882.68,418.62,MATIC,6322.394620292178,,FARM,https://polypup.finance,2021-06-28,,,,low,PolyPup,PUP,https://polypup.finance,https://rugdoc.io/project/polypup-finance/
14789,WMATIC,,817.92,133.04,MATIC,277.3418170454563,,FARM,https://polygon.space-defi.com/,2021-06-28,,,,,,,,
14790,WMATIC,,446.90,643.09,MATIC,58592.91198769475,,FARM,https://www.glockswap.com,2021-06-28,,,,high,Glock,GLOCK,https://www.glockswap.com,https://rugdoc.io/project/glockswap/
14791,WMATIC,,257.42,149.41,MATIC,344.1758367146597,,FARM,https://www.polycarrot.finance,2021-06-28,,,,some,PolyCarrot,CARROT,https://www.polycarrot.finance,https://rugdoc.io/project/polycarrot/
14792,WMATIC,,56523.36,16.11,MATIC,17.476068923331333,,FARM,https://8ballfinance.io,2021-06-28,,,,,,,,
14793,WMATIC,,15157.68,337.86,MATIC,2787.7389780701587,,FARM,https://polyvertex.finance/farms,2021-06-28,,,,,,,,
14794,WMATIC,,1684.75,33.72,MATIC,40.0801169933793,,FARM,PolyZero,2021-06-28,,,,,,,,
14795,WMATIC,,1140.67,382.88,MATIC,4409.8886084385285,,FARM,https://polymax.club,2021-06-28,,,,low,PolyMax,MAX,https://polymax.club,https://rugdoc.io/project/polymax/
14796,WMATIC,,168843.66,87.69,MATIC,140.09111783924354,,FARM,https://polysnow.farm,2021-06-28,,,,low,PolySnowFarm,SNOW,https://polysnow.farm,https://rugdoc.io/project/polysnow-farm/
14797,WMATIC,,7245566.06,70.91,MATIC,103.07640314899453,,FARM,https://polyyeld.finance,2021-06-28,,,,low,Polyyeld,YELD,https://polyyeld.finance,https://rugdoc.io/project/polyyeld-finance/
14798,WMATIC,,224.11,699.94,MATIC,102470.35454648791,,FARM,https://www.polysa.finance,2021-06-28,,,,low,Polysa,DUFF,https://www.polysa.finance,https://rugdoc.io/project/polysa-finance/
14799,WMATIC,,5.86,1150.52,MATIC,8308191.124297963,,FARM,https://www.polyharvest.finance,2021-06-28,,,,,,,,
14800,WMATIC,,6207.64,44.20,MATIC,55.539976149532635,,FARM,https://polywoof.finance,2021-06-28,,,,,,,,
14801,WMATIC,,98511.21,14.62,MATIC,15.739377043155711,,FARM,https://polygon.cosmicswap.finance,2021-06-28,,,,,,,,
14802,WMATIC,,1346.75,81.16,MATIC,124.94798552264719,,FARM,https://stonky.farm/,2021-06-28,,,,,,,,
14803,WMATIC,,2904.55,327.41,MATIC,2503.658503513401,,FARM,https://polycafe.finance,2021-06-28,,,,,,,,
14804,WMATIC,,208.79,95.37,MATIC,159.20685265128677,,FARM,https://slowpoke.space,2021-06-28,,,,,,,,
14805,WMATIC,,8383.43,19.58,MATIC,21.621977284239556,,FARM,https://www.rocketfarming.finance,2021-06-28,,,,,,,,
14806,WMATIC,,43.39,82.41,MATIC,127.77111749023939,,FARM,https://polycomet.com,2021-06-28,,,,,,,,
14807,WMATIC,,4371232.44,99.73,MATIC,170.72679802071033,,FARM,https://augury.finance,2021-06-28,,,,,,,,
